source,line,endpoint_expression,status
frontend_web/src/layouts/TopBarActions.tsx,777,/client-profile/pharmacies/,Source reference; not live verified
shared-core/src/api.ts,1571,/client-profile/hub/posts/${postId}/comments/${commentId}/reactions/,Source reference; not live verified
shared-core/src/api.ts,1575,/client-profile/hub/polls/${query},Source reference; not live verified
shared-core/src/api.ts,1578,/client-profile/hub/polls/${id}/,Source reference; not live verified
shared-core/src/api.ts,1581,/client-profile/hub/polls/,Source reference; not live verified
shared-core/src/api.ts,1584,/client-profile/hub/polls/${id}/vote/,Source reference; not live verified
shared-core/src/api.ts,1590,/client-profile/hub/polls/${pollId}/comments/,Source reference; not live verified
shared-core/src/api.ts,1593,/client-profile/hub/polls/${pollId}/comments/,Source reference; not live verified
shared-core/src/api.ts,1596,/client-profile/hub/polls/${pollId}/comments/${commentId}/,Source reference; not live verified
shared-core/src/api.ts,1599,/client-profile/hub/polls/${pollId}/comments/${commentId}/,Source reference; not live verified
shared-core/src/api.ts,1602,/client-profile/hub/polls/${pollId}/reactions/,Source reference; not live verified
shared-core/src/api.ts,1608,/client-profile/hub/polls/${pollId}/reactions/,Source reference; not live verified
shared-core/src/api.ts,1611,/client-profile/hub/polls/${id}/,Source reference; not live verified
shared-core/src/api.ts,1614,/client-profile/hub/polls/${id}/,Source reference; not live verified
shared-core/src/api.ts,1617,/client-profile/hub/pharmacies/${id}/profile/,Source reference; not live verified
shared-core/src/api.ts,1620,/client-profile/hub/organizations/${id}/profile/,Source reference; not live verified
shared-core/src/api.ts,2118,/client-profile/memberships/?pharmacy=${pharmacyId},Source reference; not live verified
shared-core/src/api.ts,2152,/client-profile/memberships/?organization=${organizationId}&page_size=500,Source reference; not live verified
shared-core/src/api.ts,2183,/client-profile/rooms/,Source reference; not live verified
shared-core/src/api.ts,2186,/client-profile/rooms/${id}/,Source reference; not live verified
shared-core/src/api.ts,2189,/client-profile/rooms/${id}/messages/,Source reference; not live verified
shared-core/src/api.ts,2192,/client-profile/rooms/${id}/messages/,Source reference; not live verified
shared-core/src/api.ts,2198,/client-profile/rooms/${id}/read/,Source reference; not live verified
shared-core/src/api.ts,2201,/client-profile/chat-participants/,Source reference; not live verified
shared-core/src/api.ts,2207,/client-profile/rooms/get-or-create-dm/,Source reference; not live verified
shared-core/src/api.ts,2210,/client-profile/rooms/get-or-create-group/,Source reference; not live verified
shared-core/src/api.ts,2213,/client-profile/rooms/get-or-create-dm-by-user/,Source reference; not live verified
shared-core/src/api.ts,2225,/client-profile/rooms/shift-contacts/,Source reference; not live verified
shared-core/src/api.ts,2228,/client-profile/messages/${messageId}/,Source reference; not live verified
shared-core/src/api.ts,2231,/client-profile/messages/${messageId}/,Source reference; not live verified
shared-core/src/api.ts,2234,/client-profile/messages/${messageId}/react/,Source reference; not live verified
shared-core/src/api.ts,2237,/client-profile/rooms/${roomId}/toggle-pin/,Source reference; not live verified
shared-core/src/api.ts,2240,/client-profile/rooms/${roomId}/,Source reference; not live verified
shared-core/src/api.ts,2480,/client-profile/calendar-events/${query},Source reference; not live verified
shared-core/src/api.ts,2489,/client-profile/calendar-events/${id}/,Source reference; not live verified
shared-core/src/api.ts,2507,/client-profile/calendar-events/,Source reference; not live verified
shared-core/src/api.ts,2528,/client-profile/calendar-events/${id}/,Source reference; not live verified
shared-core/src/api.ts,2547,/client-profile/calendar-events/${id}/,Source reference; not live verified
shared-core/src/api.ts,2563,/client-profile/work-notes/${query},Source reference; not live verified
shared-core/src/api.ts,2572,/client-profile/work-notes/${id}/,Source reference; not live verified
shared-core/src/api.ts,2590,/client-profile/work-notes/,Source reference; not live verified
shared-core/src/api.ts,2611,/client-profile/work-notes/${id}/,Source reference; not live verified
shared-core/src/api.ts,2630,/client-profile/work-notes/${id}/,Source reference; not live verified
shared-core/src/api.ts,2638,/client-profile/work-notes/${id}/mark_done/,Source reference; not live verified
shared-core/src/api.ts,2647,/client-profile/work-notes/${id}/mark_open/,Source reference; not live verified
shared-core/src/api.ts,2663,/client-profile/calendar-feed/${query},Source reference; not live verified
shared-core/src/api.ts,2681,/billing/subscribe/,Source reference; not live verified
shared-core/src/api.ts,2692,/billing/subscription/${query},Source reference; not live verified
shared-core/src/api.ts,2696,/billing/subscription/seats/,Source reference; not live verified
shared-core/src/api.ts,2706,/billing/charge-fulfillment/${shiftId}/,Source reference; not live verified
shared-core/src/api.ts,2712,/billing/charge-penalty/${shiftId}/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,7,/users/login/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,8,/users/register/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,9,/users/token/refresh/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,10,/users/verify-otp/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,11,/users/resend-otp/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,12,/account/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,13,/users/contact/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,17,/users/mobile/request-otp/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,18,/users/mobile/verify-otp/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,19,/users/mobile/resend-otp/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,22,/client-profile/organizations/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,25,/client-profile/dashboard/organization/${orgId}/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,26,/client-profile/dashboard/owner/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,27,/client-profile/dashboard/pharmacist/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,28,/client-profile/dashboard/otherstaff/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,29,/client-profile/dashboard/explorer/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,34,/client-profile/${safeRole}/onboarding/me/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,38,/client-profile/${safeRole}/onboarding/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,46,/client-profile/onboarding/submit-reference/${token}/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,49,/client-profile/onboarding/referee-reject/${pk}/${refIndex}/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,52,/users/invite-org-user/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,53,/users/organization-memberships/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,54,/users/organization-role-definitions/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,55,/users/password-reset/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,56,/users/password-reset-confirm/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,57,/client-profile/owner-onboarding/claim/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,58,/client-profile/pharmacy-claims/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,59,/client-profile/pharmacy-claims/${claimId}/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,62,/client-profile/pharmacies/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,63,/client-profile/pharmacies/${pharmacyId}/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,66,/client-profile/user-availability/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,67,/client-profile/user-availability/${id}/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,70,/client-profile/chains/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,71,/client-profile/chains/${chainId}/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,72,/client-profile/chains/${chainId}/add_pharmacy/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,73,/client-profile/chains/${chainId}/remove_pharmacy/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,74,/client-profile/chains/${chainId}/add_user/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,77,/users/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,80,/client-profile/memberships/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,81,/client-profile/memberships/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,82,/client-profile/memberships/bulk_invite/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,83,/client-profile/memberships/${membershipId}/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,85,/client-profile/membership-invite-links/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,86,/client-profile/membership-applications/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,87,/client-profile/magic/memberships/${token}/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,88,/client-profile/magic/memberships/${token}/apply/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,92,/client-profile/community-shifts/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,93,/client-profile/community-shifts/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,94,/client-profile/community-shifts/${shiftId}/claim-shift/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,95,/client-profile/public-shifts/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,98,/client-profile/shifts/active/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,99,/client-profile/shifts/confirmed/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,100,/client-profile/shifts/history/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,101,/client-profile/my-confirmed-shifts/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,102,/client-profile/my-history-shifts/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,104,/client-profile/shift-interests/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,105,/client-profile/shift-rejections/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,106,/client-profile/shift-saved/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,109,/client-profile/shifts/${shiftId}/express_interest/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,110,/client-profile/shifts/${shiftId}/reveal_profile/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,111,/client-profile/shifts/${shiftId}/accept_user/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,112,/client-profile/community-shifts/${id},Source reference; not live verified
shared-core/src/constants/endpoints.ts,113,/client-profile/public-shifts/${id},Source reference; not live verified
shared-core/src/constants/endpoints.ts,114,/client-profile/shifts/active/${id},Source reference; not live verified
shared-core/src/constants/endpoints.ts,115,/client-profile/shifts/confirmed/${id}/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,116,/client-profile/community-shifts/${shiftId}/escalate/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,117,/client-profile/community-shifts/${shiftId}/member_status/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,118,/client-profile/community-shifts/${shiftId}/reject/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,119,/client-profile/shifts/${id}/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,120,/client-profile/shifts/${type}/${shiftId}/view_assigned_profile/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,121,/client-profile/shifts/active/${shiftId}/member_status/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,124,/client-profile/shifts/${shiftId}/generate-share-link/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,125,/client-profile/public-job-board/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,126,/client-profile/view-shared-shift/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,129,/client-profile/roster-owner/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,130,/client-profile/roster-worker/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,131,/client-profile/roster/create-and-assign-shift/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,134,/client-profile/leave-requests/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,135,/client-profile/leave-requests/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,136,/client-profile/leave-requests/${leaveId}/approve/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,137,/client-profile/leave-requests/${leaveId}/reject/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,140,/client-profile/worker-shift-requests/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,141,/client-profile/worker-shift-requests/${id}/approve/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,142,/client-profile/worker-shift-requests/${id}/reject/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,145,/client-profile/roster-shifts/${shiftId}/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,146,/client-profile/roster-shifts/${shiftId}/escalate/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,147,/client-profile/roster-shifts/list-open-shifts/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,148,/client-profile/roster-shifts/create-open-shift/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,151,/client-profile/roster-owner/${assignmentId}/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,155,/client-profile/invoices/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,157,/client-profile/invoices/${id}/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,159,/client-profile/invoices/generate/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,160,/client-profile/invoices/preview/${id}/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,161,/client-profile/invoices/${id}/pdf/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,162,/client-profile/invoices/${id}/send/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,166,/client-profile/rooms/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,167,/client-profile/chat-participants/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,168,/client-profile/rooms/${id}/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,169,/client-profile/rooms/${id}/messages/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,170,/client-profile/rooms/${id}/read/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,171,/client-profile/notifications/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,172,/client-profile/notifications/mark-read/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,173,/client-profile/rooms/get-or-create-dm/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,174,/client-profile/my-memberships/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,175,/client-profile/memberships/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,176,/client-profile/rooms/get-or-create-group/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,177,/client-profile/rooms/get-or-create-dm-by-user/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,181,/client-profile/explorer-posts/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,182,/client-profile/explorer-posts/${id}/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,183,/client-profile/explorer-posts/feed/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,184,/client-profile/explorer-posts/by-profile/${profileId}/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,185,/client-profile/explorer-posts/${id}/view/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,186,/client-profile/explorer-posts/${id}/like/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,187,/client-profile/explorer-posts/${id}/unlike/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,191,/client-profile/ratings/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,192,/client-profile/ratings/summary/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,193,/client-profile/ratings/mine/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,194,/client-profile/ratings/pending/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,197,/client-profile/pharmacy-admins/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,198,/client-profile/pharmacy-admins/${adminId}/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,201,/client-profile/hub/context/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,202,/client-profile/hub/posts/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,203,/client-profile/hub/polls/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,204,/client-profile/hub/polls/${pollId}/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,205,/client-profile/hub/polls/${pollId}/vote/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,206,/client-profile/hub/posts/${postId}/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,207,/client-profile/hub/posts/${postId}/pin/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,208,/client-profile/hub/posts/${postId}/unpin/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,209,/client-profile/hub/posts/${postId}/comments/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,211,/client-profile/hub/posts/${postId}/comments/${commentId}/reactions/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,212,/client-profile/hub/posts/${postId}/reactions/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,213,/client-profile/hub/groups/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,214,/client-profile/hub/groups/${groupId}/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,215,/client-profile/hub/pharmacies/${pharmacyId}/profile/,Source reference; not live verified
shared-core/src/constants/endpoints.ts,216,/client-profile/hub/organizations/${orgId}/profile/,Source reference; not live verified
